timestamp, pid, used_gpu_memory [MiB]
2025/07/05 21:11:38.855, 37522, 67684 MiB
2025/07/05 21:11:40.856, 37521, 56266 MiB
2025/07/05 21:11:40.856, 37522, 416 MiB
2025/07/05 21:11:40.856, 37521, 416 MiB
2025/07/05 21:11:40.856, 37522, 67684 MiB
2025/07/05 21:11:42.857, 37521, 56266 MiB
2025/07/05 21:11:42.857, 37522, 416 MiB
2025/07/05 21:11:42.857, 37521, 416 MiB
2025/07/05 21:11:42.857, 37522, 67684 MiB
2025/07/05 21:11:44.858, 37521, 56266 MiB
2025/07/05 21:11:44.858, 37522, 416 MiB
2025/07/05 21:11:44.858, 37521, 416 MiB
2025/07/05 21:11:44.858, 37522, 67684 MiB
2025/07/05 21:11:46.858, 37521, 56266 MiB
2025/07/05 21:11:46.858, 37522, 416 MiB
2025/07/05 21:11:46.859, 37521, 416 MiB
2025/07/05 21:11:46.859, 37522, 67684 MiB
2025/07/05 21:11:48.859, 37521, 56266 MiB
2025/07/05 21:11:48.859, 37522, 416 MiB
2025/07/05 21:11:48.860, 37521, 416 MiB
2025/07/05 21:11:48.860, 37522, 67684 MiB
2025/07/05 21:11:50.860, 37521, 56266 MiB
2025/07/05 21:11:50.860, 37522, 416 MiB
2025/07/05 21:11:50.861, 37521, 416 MiB
2025/07/05 21:11:50.861, 37522, 67684 MiB
2025/07/05 21:11:52.861, 37521, 56266 MiB
2025/07/05 21:11:52.861, 37522, 416 MiB
2025/07/05 21:11:52.862, 37521, 416 MiB
2025/07/05 21:11:52.862, 37522, 67684 MiB
2025/07/05 21:11:54.862, 37521, 56266 MiB
2025/07/05 21:11:54.862, 37522, 416 MiB
2025/07/05 21:11:54.863, 37521, 416 MiB
2025/07/05 21:11:54.863, 37522, 67684 MiB
2025/07/05 21:11:56.863, 37521, 56266 MiB
2025/07/05 21:11:56.863, 37522, 416 MiB
2025/07/05 21:11:56.864, 37521, 416 MiB
2025/07/05 21:11:56.864, 37522, 67684 MiB
2025/07/05 21:11:58.864, 37521, 56266 MiB
2025/07/05 21:11:58.864, 37522, 416 MiB
2025/07/05 21:11:58.864, 37521, 416 MiB
2025/07/05 21:11:58.864, 37522, 67684 MiB
2025/07/05 21:12:00.865, 37521, 56266 MiB
2025/07/05 21:12:00.865, 37522, 416 MiB
2025/07/05 21:12:00.865, 37521, 416 MiB
2025/07/05 21:12:00.865, 37522, 67684 MiB
2025/07/05 21:12:02.866, 37521, 56266 MiB
2025/07/05 21:12:02.866, 37522, 416 MiB
2025/07/05 21:12:02.866, 37521, 416 MiB
2025/07/05 21:12:02.866, 37522, 67684 MiB
2025/07/05 21:12:04.867, 37521, 56266 MiB
2025/07/05 21:12:04.867, 37522, 416 MiB
2025/07/05 21:12:04.867, 37521, 416 MiB
2025/07/05 21:12:04.867, 37522, 67684 MiB
2025/07/05 21:12:06.868, 37521, 56266 MiB
2025/07/05 21:12:06.868, 37522, 416 MiB
2025/07/05 21:12:06.868, 37521, 416 MiB
2025/07/05 21:12:06.868, 37522, 67684 MiB
2025/07/05 21:12:08.868, 37521, 56266 MiB
2025/07/05 21:12:08.868, 37522, 416 MiB
2025/07/05 21:12:08.869, 37521, 416 MiB
2025/07/05 21:12:08.869, 37522, 67684 MiB
2025/07/05 21:12:10.869, 37521, 56266 MiB
2025/07/05 21:12:10.869, 37522, 416 MiB
2025/07/05 21:12:10.870, 37521, 416 MiB
2025/07/05 21:12:10.870, 37522, 67684 MiB
2025/07/05 21:12:12.870, 37521, 56266 MiB
2025/07/05 21:12:12.870, 37522, 416 MiB
2025/07/05 21:12:12.871, 37521, 416 MiB
2025/07/05 21:12:12.871, 37522, 67684 MiB
2025/07/05 21:12:14.871, 37521, 56266 MiB
2025/07/05 21:12:14.871, 37522, 416 MiB
2025/07/05 21:12:14.872, 37521, 416 MiB
2025/07/05 21:12:14.872, 37522, 67684 MiB
2025/07/05 21:12:16.872, 37521, 56266 MiB
2025/07/05 21:12:16.872, 37522, 416 MiB
2025/07/05 21:12:16.872, 37521, 416 MiB
2025/07/05 21:12:16.872, 37522, 67684 MiB
2025/07/05 21:12:18.873, 37521, 56266 MiB
2025/07/05 21:12:18.873, 37522, 416 MiB
2025/07/05 21:12:18.873, 37521, 416 MiB
2025/07/05 21:12:18.873, 37522, 67684 MiB
2025/07/05 21:12:20.874, 37521, 56266 MiB
2025/07/05 21:12:20.874, 37522, 416 MiB
2025/07/05 21:12:20.874, 37521, 416 MiB
2025/07/05 21:12:20.874, 37522, 67684 MiB
2025/07/05 21:12:22.875, 37521, 56266 MiB
2025/07/05 21:12:22.875, 37522, 416 MiB
2025/07/05 21:12:22.875, 37521, 416 MiB
2025/07/05 21:12:22.875, 37522, 67684 MiB
2025/07/05 21:12:24.876, 37521, 56266 MiB
2025/07/05 21:12:24.876, 37522, 416 MiB
2025/07/05 21:12:24.876, 37521, 416 MiB
2025/07/05 21:12:24.876, 37522, 67684 MiB
2025/07/05 21:12:26.876, 37521, 56266 MiB
2025/07/05 21:12:26.876, 37522, 416 MiB
2025/07/05 21:12:26.877, 37521, 416 MiB
2025/07/05 21:12:26.877, 37522, 67684 MiB
2025/07/05 21:12:28.877, 37521, 56266 MiB
2025/07/05 21:12:28.877, 37522, 416 MiB
2025/07/05 21:12:28.878, 37521, 416 MiB
2025/07/05 21:12:28.878, 37522, 67684 MiB
2025/07/05 21:12:30.878, 37521, 56266 MiB
2025/07/05 21:12:30.878, 37522, 416 MiB
2025/07/05 21:12:30.879, 37521, 416 MiB
2025/07/05 21:12:30.879, 37522, 67684 MiB
2025/07/05 21:12:32.879, 37521, 56266 MiB
2025/07/05 21:12:32.879, 37522, 416 MiB
2025/07/05 21:12:32.880, 37521, 416 MiB
2025/07/05 21:12:32.880, 37522, 67684 MiB
2025/07/05 21:12:34.880, 37521, 56266 MiB
2025/07/05 21:12:34.880, 37522, 416 MiB
2025/07/05 21:12:34.880, 37521, 416 MiB
2025/07/05 21:12:34.880, 37522, 67684 MiB
2025/07/05 21:12:36.881, 37521, 56266 MiB
2025/07/05 21:12:36.881, 37522, 416 MiB
2025/07/05 21:12:36.881, 37521, 416 MiB
2025/07/05 21:12:36.881, 37522, 67684 MiB
2025/07/05 21:12:38.882, 37521, 56266 MiB
2025/07/05 21:12:38.882, 37522, 416 MiB
2025/07/05 21:12:38.882, 37521, 416 MiB
2025/07/05 21:12:38.882, 37522, 67684 MiB
2025/07/05 21:12:40.883, 37521, 56266 MiB
2025/07/05 21:12:40.883, 37522, 416 MiB
2025/07/05 21:12:40.883, 37521, 416 MiB
2025/07/05 21:12:40.883, 37522, 67684 MiB
2025/07/05 21:12:42.883, 37521, 56266 MiB
2025/07/05 21:12:42.883, 37522, 416 MiB
2025/07/05 21:12:42.884, 37521, 416 MiB
2025/07/05 21:12:42.884, 37522, 67684 MiB
2025/07/05 21:12:44.884, 37521, 56266 MiB
2025/07/05 21:12:44.884, 37522, 416 MiB
2025/07/05 21:12:44.885, 37521, 416 MiB
2025/07/05 21:12:44.885, 37522, 67684 MiB
2025/07/05 21:12:46.885, 37521, 56266 MiB
2025/07/05 21:12:46.885, 37522, 416 MiB
2025/07/05 21:12:46.886, 37521, 416 MiB
2025/07/05 21:12:46.886, 37522, 67684 MiB
2025/07/05 21:12:48.886, 37521, 56266 MiB
2025/07/05 21:12:48.886, 37522, 416 MiB
2025/07/05 21:12:48.887, 37521, 416 MiB
2025/07/05 21:12:48.887, 37522, 67684 MiB
2025/07/05 21:12:50.887, 37521, 56266 MiB
2025/07/05 21:12:50.887, 37522, 416 MiB
2025/07/05 21:12:50.888, 37521, 416 MiB
2025/07/05 21:12:50.888, 37522, 67684 MiB
2025/07/05 21:12:52.888, 37521, 56266 MiB
2025/07/05 21:12:52.888, 37522, 416 MiB
2025/07/05 21:12:52.888, 37521, 416 MiB
2025/07/05 21:12:52.888, 37522, 67684 MiB
2025/07/05 21:12:54.889, 37521, 56266 MiB
2025/07/05 21:12:54.889, 37522, 416 MiB
2025/07/05 21:12:54.889, 37521, 416 MiB
2025/07/05 21:12:54.889, 37522, 67684 MiB
2025/07/05 21:12:56.890, 37521, 56266 MiB
2025/07/05 21:12:56.890, 37522, 416 MiB
2025/07/05 21:12:56.890, 37521, 416 MiB
2025/07/05 21:12:56.890, 37522, 67684 MiB
2025/07/05 21:12:58.891, 37521, 56266 MiB
2025/07/05 21:12:58.891, 37522, 416 MiB
2025/07/05 21:12:58.891, 37521, 416 MiB
2025/07/05 21:12:58.891, 37522, 67684 MiB
2025/07/05 21:13:00.892, 37521, 56266 MiB
2025/07/05 21:13:00.892, 37522, 416 MiB
2025/07/05 21:13:00.892, 37521, 416 MiB
2025/07/05 21:13:00.892, 37522, 67684 MiB
2025/07/05 21:13:02.892, 37521, 56266 MiB
2025/07/05 21:13:02.892, 37522, 416 MiB
2025/07/05 21:13:02.893, 37521, 416 MiB
2025/07/05 21:13:02.893, 37522, 67684 MiB
2025/07/05 21:13:04.893, 37521, 56266 MiB
2025/07/05 21:13:04.893, 37522, 416 MiB
2025/07/05 21:13:04.894, 37521, 416 MiB
2025/07/05 21:13:04.894, 37522, 67684 MiB
2025/07/05 21:13:06.894, 37521, 56266 MiB
2025/07/05 21:13:06.894, 37522, 416 MiB
2025/07/05 21:13:06.895, 37521, 416 MiB
2025/07/05 21:13:06.895, 37522, 67684 MiB
2025/07/05 21:13:08.895, 37521, 56266 MiB
2025/07/05 21:13:08.895, 37522, 416 MiB
2025/07/05 21:13:08.896, 37521, 416 MiB
2025/07/05 21:13:08.896, 37522, 67684 MiB
2025/07/05 21:13:10.896, 37521, 56266 MiB
2025/07/05 21:13:10.896, 37522, 416 MiB
2025/07/05 21:13:10.896, 37521, 416 MiB
2025/07/05 21:13:10.896, 37522, 67684 MiB
2025/07/05 21:13:12.897, 37521, 56266 MiB
2025/07/05 21:13:12.897, 37522, 416 MiB
2025/07/05 21:13:12.897, 37521, 416 MiB
2025/07/05 21:13:12.897, 37522, 67684 MiB
2025/07/05 21:13:14.898, 37521, 56266 MiB
2025/07/05 21:13:14.898, 37522, 416 MiB
2025/07/05 21:13:14.898, 37521, 416 MiB
2025/07/05 21:13:14.898, 37522, 67684 MiB
2025/07/05 21:13:16.899, 37521, 56266 MiB
2025/07/05 21:13:16.899, 37522, 416 MiB
2025/07/05 21:13:16.899, 37521, 416 MiB
2025/07/05 21:13:16.899, 37522, 67684 MiB
2025/07/05 21:13:18.899, 37521, 56266 MiB
2025/07/05 21:13:18.899, 37522, 416 MiB
2025/07/05 21:13:18.900, 37521, 416 MiB
2025/07/05 21:13:18.900, 37522, 67684 MiB
2025/07/05 21:13:20.900, 37521, 56266 MiB
2025/07/05 21:13:20.900, 37522, 416 MiB
2025/07/05 21:13:20.901, 37521, 416 MiB
2025/07/05 21:13:20.901, 37522, 67684 MiB
2025/07/05 21:13:22.901, 37521, 56266 MiB
2025/07/05 21:13:22.901, 37522, 416 MiB
2025/07/05 21:13:22.902, 37521, 416 MiB
2025/07/05 21:13:22.902, 37522, 67684 MiB
2025/07/05 21:13:24.902, 37521, 56266 MiB
2025/07/05 21:13:24.902, 37522, 416 MiB
2025/07/05 21:13:24.903, 37521, 416 MiB
2025/07/05 21:13:24.903, 37522, 67684 MiB
2025/07/05 21:13:26.903, 37521, 56266 MiB
2025/07/05 21:13:26.903, 37522, 416 MiB
2025/07/05 21:13:26.904, 37521, 416 MiB
2025/07/05 21:13:26.904, 37522, 67684 MiB
2025/07/05 21:13:28.904, 37521, 56266 MiB
2025/07/05 21:13:28.904, 37522, 416 MiB
2025/07/05 21:13:28.904, 37521, 416 MiB
2025/07/05 21:13:28.904, 37522, 67684 MiB
2025/07/05 21:13:30.905, 37521, 56266 MiB
2025/07/05 21:13:30.905, 37522, 416 MiB
2025/07/05 21:13:30.905, 37521, 416 MiB
2025/07/05 21:13:30.905, 37522, 67684 MiB
2025/07/05 21:13:32.906, 37521, 56266 MiB
